TimeGenerated,UserPrincipalName,IPAddress,Location,Status,ResultType,ResultDescription,AppDisplayName,DeviceDetail
2025-06-01T12:13:00,lisa.hensley@contoso.com,185.254.75.23,"Moscow, RU",,1,Sign-in failed due to invalid credentials,SharePoint Online,"{""DisplayName"": ""unknown-VMQ5ESE"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-01T12:14:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Microsoft Teams,Windows 10 | abigail-shaffer-device
2025-06-01T12:14:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-01T12:15:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-01T12:22:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,1,Incorrect password,Power BI,"{""DisplayName"": ""device-dub-28"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Chrome""}"
2025-06-01T12:25:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-01T12:25:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-30"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-01T12:26:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-22"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T12:30:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-01T12:30:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T12:37:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-43"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-01T12:38:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,Exchange Online,Windows 10 | dylan-miller-device
2025-06-01T12:39:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-31"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T12:40:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-46"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-01T12:42:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-01T12:43:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T12:45:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-lon-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-01T12:45:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-dub-25"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-01T12:55:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-20"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-01T12:56:00,ethan.adams@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-9"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-01T12:57:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-22"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-01T13:00:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-01T13:04:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-01T13:04:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-01T13:06:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Microsoft Teams,Windows 10 | jamie-arnold-device
2025-06-01T13:06:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-01T13:07:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Exchange Online,Windows 10 | angie-henderson-device
2025-06-01T13:08:00,dylan.miller@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-40"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-01T13:09:00,roger.federer@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-01T13:12:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-01T13:17:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-01T13:17:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-lon-17"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-01T13:20:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-47"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Edge""}"
2025-06-01T13:23:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-6"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-01T13:24:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-01T13:24:00,taylor.swift@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T13:26:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-41"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-01T13:28:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-36"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-01T13:30:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-dub-47"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Firefox""}"
2025-06-01T13:33:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-21"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-01T13:36:00,noah.rhodes@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-01T13:37:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-40"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-01T13:37:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-01T13:40:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-36"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-01T13:44:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-01T13:47:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,SharePoint Online,Windows 10 | ryan-munoz-device
2025-06-01T13:48:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-23"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-01T13:49:00,cristian.santos@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-dub-50"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-01T13:51:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-28"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-01T13:51:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-dub-13"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T13:52:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-32"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-01T13:53:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-new-14"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-01T13:53:00,monica.herrera@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Outlook Web,Windows 10 | monica-herrera-device
2025-06-01T13:56:00,allison.hill@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-dub-2"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-01T13:56:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Microsoft Teams,"{""DisplayName"": ""device-lon-50"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Linux"", ""Browser"": ""Unknown""}"
2025-06-01T13:57:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-01T13:59:00,brian.ramirez@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Chrome""}"
2025-06-01T14:01:00,jamie.arnold@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-01T14:04:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,1,Incorrect password,Power BI,"{""DisplayName"": ""device-lon-29"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-01T14:06:00,derek.zuniga@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,SharePoint Online,Windows 10 | derek-zuniga-device
2025-06-01T14:07:00,tommy.walter@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-49"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Firefox""}"
2025-06-01T14:07:00,gabrielle.davis@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Microsoft Teams,Windows 10 | gabrielle-davis-device
2025-06-01T14:08:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-lon-25"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Chrome""}"
2025-06-01T14:08:00,lisa.hensley@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Outlook Mobile,"{""DisplayName"": ""device-new-50"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-01T14:11:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,Outlook Web,Windows 10 | patty-perez-device
2025-06-01T14:14:00,lisa.jackson@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,Exchange Online,Windows 10 | lisa-jackson-device
2025-06-01T14:18:00,margaret.dds@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-01T14:21:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-38"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-01T14:22:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,1,Incorrect password,Azure Portal,"{""DisplayName"": ""device-new-37"", ""IsCompliant"": false, ""IsManaged"": false, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-01T14:28:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-24"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-01T14:28:00,abigail.shaffer@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-new-26"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-01T14:28:00,connie.lawrence@contoso.com,86.23.123.45,"London, UK",Success,0,Login successful,SharePoint Online,Windows 10 | connie-lawrence-device
2025-06-01T14:31:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-lon-31"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T14:33:00,jason.bourne@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-dub-44"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Android"", ""Browser"": ""Firefox""}"
2025-06-01T14:33:00,beyonce.knowles@contoso.com,78.137.97.10,"Dublin, IE",,0,Sign-in succeeded,Azure Portal,"{""DisplayName"": ""device-dub-7"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-01T14:35:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",Success,0,Login successful,SharePoint Online,Windows 10 | zendaya-coleman-device
2025-06-01T14:41:00,bilbo.baggins@contoso.com,78.137.97.10,"Dublin, IE",Success,0,Login successful,SharePoint Online,Windows 10 | elon-musk-device
2025-06-01T14:49:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Microsoft Teams,"{""DisplayName"": ""device-new-44"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""iOS"", ""Browser"": ""Edge""}"
2025-06-01T14:53:00,patty.perez@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,OneDrive,"{""DisplayName"": ""device-new-4"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
2025-06-01T14:53:00,michele.williams@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-48"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Firefox""}"
2025-06-01T14:57:00,daniel.wagner@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-lon-34"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-01T14:58:00,gina.moore@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,SharePoint Online,"{""DisplayName"": ""device-lon-41"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Chrome""}"
2025-06-01T15:01:00,angie.henderson@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-new-3"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-01T15:01:00,zendaya.coleman@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Outlook Mobile,"{""DisplayName"": ""device-new-12"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""macOS"", ""Browser"": ""Edge""}"
2025-06-01T15:06:00,ryan.munoz@contoso.com,86.23.123.45,"London, UK",,0,Sign-in succeeded,Office 365 Exchange Online,"{""DisplayName"": ""device-lon-37"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Chrome""}"
2025-06-01T15:10:00,carla.gray@contoso.com,66.249.64.1,"New York, USA",,0,Sign-in succeeded,Power BI,"{""DisplayName"": ""device-new-16"", ""IsCompliant"": true, ""IsManaged"": true, ""OperatingSystem"": ""Windows"", ""Browser"": ""Edge""}"
